title,note,url,tags,comment,source_list,status
Voraz,,https://www.google.com/maps/place/Voraz/data=!4m2!3m1!1s0x85d1ff5ab968c011:0xca3530e5a39c8c8f,,,Wanna go,wanna_go
Jenni’s Quesadillas,,https://www.google.com/maps/place/Jenni%E2%80%99s+Quesadillas/data=!4m2!3m1!1s0x85d1ff3a9c183333:0x3c2f53f32906ed92,,,Wanna go,wanna_go
Cannizaro Park,,https://www.google.com/maps/place/Cannizaro+Park/data=!4m2!3m1!1s0x487608d6f32f7757:0x9b28eb6f71bcdba5,,,Wanna go,wanna_go
Caracol de Mar,,https://www.google.com/maps/place/Caracol+de+Mar/data=!4m2!3m1!1s0x85d1f9955f1ae91f:0x2c3bab0e35842447,,,Wanna go,wanna_go
Café Nin,,https://www.google.com/maps/place/Caf%C3%A9+Nin/data=!4m2!3m1!1s0x85d1ff31688a74b9:0xe7e20e8437e5d3c5,,,Wanna go,wanna_go
Taller Masa,,https://www.google.com/maps/place/Taller+Masa/data=!4m2!3m1!1s0x85d1ff006e48d04f:0x2c9b07a1fe8f737,,,Wanna go,wanna_go
MADO CAFÉ,,https://www.google.com/maps/place/MADO+CAF%C3%89/data=!4m2!3m1!1s0x85d1ff0030a806a5:0xdfd721912a06de2e,,,Wanna go,wanna_go
Futari,,https://www.google.com/maps/place/Futari/data=!4m2!3m1!1s0x85d1ff00136817eb:0xdcd958f27a67904a,,,Wanna go,wanna_go
El Rey del Falafel,,https://www.google.com/maps/place/El+Rey+del+Falafel/data=!4m2!3m1!1s0x85d1ff43e046644f:0xf99a040f289b353d,,,Wanna go,wanna_go
Gaba Restaurante,,https://www.google.com/maps/place/Gaba+Restaurante/data=!4m2!3m1!1s0x85d1ff25de7966d5:0x4cda98d171604732,,,Wanna go,wanna_go
Auguste,,https://www.google.com/maps/place/Auguste/data=!4m2!3m1!1s0x48761d85ac6dba7d:0x5576219f0d615e97,,,Wanna go,wanna_go
Meroma,,https://www.google.com/maps/place/Meroma/data=!4m2!3m1!1s0x85d1ff3a83e4a1f7:0x1b1cd8a36ed7701f,,,Wanna go,wanna_go
El Tigre Silencioso,,https://www.google.com/maps/place/El+Tigre+Silencioso/data=!4m2!3m1!1s0x85d1ff3081faaaab:0x8e868dafabf86dfe,,,Wanna go,wanna_go
Tirso's Coffee Roma,,https://www.google.com/maps/place/Tirso's+Coffee+Roma/data=!4m2!3m1!1s0x85d1ff0036dd4e05:0x468163d9fada8b9e,,,Wanna go,wanna_go
Parla,,https://www.google.com/maps/place/Parla/data=!4m2!3m1!1s0x85d201e055165d09:0xe89ecbaa3c8578c,,,Wanna go,wanna_go
Étranger,,https://www.google.com/maps/place/%C3%89tranger/data=!4m2!3m1!1s0x85d1ff59302d8261:0x2e43092a5a205008,,,Wanna go,wanna_go
Kazu's Kitchen,,https://www.google.com/maps/place/Kazu's+Kitchen/data=!4m2!3m1!1s0x85d2020075e9dd69:0xdb3845b85a1037bc,,,Wanna go,wanna_go
L'enfant,,https://www.google.com/maps/place/L'enfant/data=!4m2!3m1!1s0x85d1ffff61cf8a5f:0xb4d33659fa41d52,,,Wanna go,wanna_go
El Maldito de Jalisco,,https://www.google.com/maps/place/El+Maldito+de+Jalisco/data=!4m2!3m1!1s0x85d1ff006e4f3b19:0xbf8caa27825305d5,,,Wanna go,wanna_go
Tosco Restaurante,,https://www.google.com/maps/place/Tosco+Restaurante/data=!4m2!3m1!1s0x85d1ff001e7f1c57:0x11a3e8a9b8432e87,,,Wanna go,wanna_go
Max Tachinomi,,https://www.google.com/maps/place/Max+Tachinomi/data=!4m2!3m1!1s0x85d1ff005eb5769d:0x377fca973e7c5e19,,,Wanna go,wanna_go
Tamales Madre,,https://www.google.com/maps/place/Tamales+Madre/data=!4m2!3m1!1s0x85d1ff2f7a492681:0xd1537e11a4c4d209,,,Wanna go,wanna_go
"Versalles 19 Restaurante mariscos, carnes y buenos tragos",,"https://www.google.com/maps/place/Versalles+19+Restaurante+mariscos,+carnes+y+buenos+tragos/data=!4m2!3m1!1s0x85d1ff4e3d2614dd:0xe8c432aa3813d8fe",,,Wanna go,wanna_go
Lotti,,https://www.google.com/maps/place/Lotti/data=!4m2!3m1!1s0x85d1ff7746426d15:0x1bc86fc2aa214fc4,,,Wanna go,wanna_go
Mantequilla Social Club,,https://www.google.com/maps/place/Mantequilla+Social+Club/data=!4m2!3m1!1s0x85d201f7e54e1a5d:0x9370300a8decbd7d,,,Wanna go,wanna_go
De Potato Club,,https://www.google.com/maps/place/De+Potato+Club/data=!4m2!3m1!1s0x85d1ff007b0e5067:0x610e21c7ba75f44e,,,Wanna go,wanna_go
Museo Kaluz,,https://www.google.com/maps/place/Museo+Kaluz/data=!4m2!3m1!1s0x85d1f904221ee17d:0xf206033e1002e2cd,,,Wanna go,wanna_go
Shhh,,https://www.google.com/maps/place/Shhh/data=!4m2!3m1!1s0x85d1ff0037dc8d61:0x240f105564e4ca01,,,Wanna go,wanna_go
Mitemaki Hand Roll Bar,,https://www.google.com/maps/place/Mitemaki+Hand+Roll+Bar/data=!4m2!3m1!1s0x85d20146beae8d6f:0xdcbcae3fcc6222f5,,,Wanna go,wanna_go
BUNA Condesa,,https://www.google.com/maps/place/BUNA+Condesa/data=!4m2!3m1!1s0x85d1ff7b1fafa017:0x4b2d48fd0d76bf53,,,Wanna go,wanna_go
Bar nino,Arturito. Restaurante misterioso dice italiano y antes de llaaba restaurante sin nombre,https://www.google.com/maps/place/Bar+nino/data=!4m2!3m1!1s0x85d1ff0031ba3285:0x9c6a3703b7065612,,,Wanna go,wanna_go
Cafe Trucha,,https://www.google.com/maps/place/Cafe+Trucha/data=!4m2!3m1!1s0x85d1ff71ce710fe1:0xea97f7be6558d122,,,Wanna go,wanna_go
Mi Compa Chava Marisquería,,https://www.google.com/maps/place/Mi+Compa+Chava+Marisquer%C3%ADa/data=!4m2!3m1!1s0x85d1ff976e20f4d1:0x2087fc553413be6a,,,Wanna go,wanna_go
Estiatorio Nostos (Lomas),,https://www.google.com/maps/place/Estiatorio+Nostos+(Lomas)/data=!4m2!3m1!1s0x85d201693184fdc7:0xe246526b8f345c50,,,Wanna go,wanna_go
Taller de ostiones by fism,,https://www.google.com/maps/place/Taller+de+ostiones+by+fism/data=!4m2!3m1!1s0x85d1ffc056890ae7:0xf5c6111f03160482,,,Wanna go,wanna_go
Bartola,,https://www.google.com/maps/place/Bartola/data=!4m2!3m1!1s0x85d1ff00036d6d9d:0x668be880fa6292b4,,,Wanna go,wanna_go
Gala Panadería,,https://www.google.com/maps/place/Gala+Panader%C3%ADa/data=!4m2!3m1!1s0x85d1ff0011c6e72f:0xe94a7c14204e8842,,,Wanna go,wanna_go
Green Rhino,,https://www.google.com/maps/place/Green+Rhino/data=!4m2!3m1!1s0x85d1ff7f8345adcf:0x74bdf3c027679e91,,,Wanna go,wanna_go
El Compita | Birria de res,Topjaw,https://www.google.com/maps/place/El+Compita+%7C+Birria+de+res/data=!4m2!3m1!1s0x85d1ffb8c6f3e883:0xfc664f2511f7f8ec,,,Wanna go,wanna_go
LORENZO,Dicen que bueno para drinks,https://www.google.com/maps/place/LORENZO/data=!4m2!3m1!1s0x85d1ff5b6874a129:0x8ac4dbfe2d42485d,,,Wanna go,wanna_go
oly.,Tacotios,https://www.google.com/maps/place/oly./data=!4m2!3m1!1s0x85d1ffe147ce5801:0x317a07faefc1b6f9,,,Wanna go,wanna_go
Tienda de Cerveza Hércules,Topjaw,https://www.google.com/maps/place/Tienda+de+Cerveza+H%C3%A9rcules/data=!4m2!3m1!1s0x85d1ff0071223629:0x34643639a4d6d64a,,,Wanna go,wanna_go
Marne Panadería,Topjaw,https://www.google.com/maps/place/Marne+Panader%C3%ADa/data=!4m2!3m1!1s0x85d1ffb395c98b93:0x3bbb1449a9864cce,,,Wanna go,wanna_go
Café Tormenta,,https://www.google.com/maps/place/Caf%C3%A9+Tormenta/data=!4m2!3m1!1s0x85d1ff6d0ebc66ab:0x865090df4560ae55,,,Wanna go,wanna_go
Martínez,,https://www.google.com/maps/place/Mart%C3%ADnez/data=!4m2!3m1!1s0x85d1ff5bc1e8bc63:0x5617ca434d90a8ca,,,Wanna go,wanna_go
San Bagel Roma,,https://www.google.com/maps/place/San+Bagel+Roma/data=!4m2!3m1!1s0x85d1ff0020ddd89d:0x60d503c84b288fc4,,,Wanna go,wanna_go
Cabo San Juan,,https://www.google.com/maps/place/Cabo+San+Juan/data=!4m2!3m1!1s0x85d1fed59f9f651d:0xa2ab8e6c91038d16,,,Wanna go,wanna_go
Rufus,Pedir helado de pistache,https://www.google.com/maps/place/Rufus/data=!4m2!3m1!1s0x85d1ff443f9b41ab:0xdb27defc0cd13f80,,,Wanna go,wanna_go
Cursi,,https://www.google.com/maps/place/Cursi/data=!4m2!3m1!1s0x85d1ff00161a6b37:0xc4ae41c729ba0d6c,,,Wanna go,wanna_go
The Toucan,,https://www.google.com/maps/place/The+Toucan/data=!4m2!3m1!1s0x48761b2cccf55207:0x321ff7ebbe6f2197,,,Wanna go,wanna_go
Weezie's,,https://www.google.com/maps/place/Weezie's/data=!4m2!3m1!1s0x487605364d5ab1ed:0xac66a0d6aab7c743,,,Wanna go,wanna_go
Osom Pilates Studio,,https://www.google.com/maps/place/Osom+Pilates+Studio/data=!4m2!3m1!1s0x85d1ff3a2335812b:0x5d5ece7ed5668ca4,,,Wanna go,wanna_go
Theo's,,https://www.google.com/maps/place/Theo's/data=!4m2!3m1!1s0x4876037f7717fcd3:0xce2deae584543916,,,Wanna go,wanna_go
Mister Nice Mayfair,,https://www.google.com/maps/place/Mister+Nice+Mayfair/data=!4m2!3m1!1s0x487605df12f8cc2b:0x6f57320cb319b49c,,,Wanna go,wanna_go
"Farm Shop, Mayfair",Tienda y wine bar,"https://www.google.com/maps/place/Farm+Shop,+Mayfair/data=!4m2!3m1!1s0x487605bddaeaea9d:0x259a6f8fd291f8c8",,,Wanna go,wanna_go
Mount St. Restaurant,Brunch,https://www.google.com/maps/place/Mount+St.+Restaurant/data=!4m2!3m1!1s0x487605e5d35fc577:0x7a51ed922282266d,,,Wanna go,wanna_go
Home SW15,,https://www.google.com/maps/place/Home+SW15/data=!4m2!3m1!1s0x48760f12e50326bf:0x18ad42443d18a5f9,,,Wanna go,wanna_go
MIRIN,,https://www.google.com/maps/place/MIRIN/data=!4m2!3m1!1s0x4887c7e53cd1672f:0x206ba58be44eba1d,,,Wanna go,wanna_go
Montrose,,https://www.google.com/maps/place/Montrose/data=!4m2!3m1!1s0x4887b9ca8c4481f5:0xcc655d9ad06f6087,,,Wanna go,wanna_go
Sotto Enoteca & Trattoria,,https://www.google.com/maps/place/Sotto+Enoteca+%26+Trattoria/data=!4m2!3m1!1s0x4887c7da00d38d35:0xe267b0fda2461a80,,,Wanna go,wanna_go
Kenji Sushi,,https://www.google.com/maps/place/Kenji+Sushi/data=!4m2!3m1!1s0x4887c795850949c5:0xd65791c6bbca474e,,,Wanna go,wanna_go
Le Café NAC,,https://www.google.com/maps/place/Le+Caf%C3%A9+NAC/data=!4m2!3m1!1s0x487605007bb0d90f:0xb782ed58345e0ece,,,Wanna go,wanna_go
Cometa,,https://www.google.com/maps/place/Cometa/data=!4m2!3m1!1s0x48761b0065cd15e7:0xf7d61eeef3d0797c,,,Wanna go,wanna_go
Comal Oculto,,https://www.google.com/maps/place/Comal+Oculto/data=!4m2!3m1!1s0x85d1ffcb98fe87eb:0xd44a2feb6a19c3c3,,,Wanna go,wanna_go
Bruno,,https://www.google.com/maps/place/Bruno/data=!4m2!3m1!1s0x48761d3df89b2241:0x5fa6c8dda5546cde,,,Wanna go,wanna_go
The Blue Anchor,,https://www.google.com/maps/place/The+Blue+Anchor/data=!4m2!3m1!1s0x48760fb471def45b:0xabfb984b60533734,,,Wanna go,wanna_go
Wine Bar Mayfair,,https://www.google.com/maps/place/Wine+Bar+Mayfair/data=!4m2!3m1!1s0x487605b16adee4cf:0x36aa5fa4a8b92d33,,,Wanna go,wanna_go
Café Vins,,https://www.google.com/maps/place/Caf%C3%A9+Vins/data=!4m2!3m1!1s0x487605782df4fc93:0xc9545e557a796d4c,,,Wanna go,wanna_go
Foreign Exchange News,,https://www.google.com/maps/place/Foreign+Exchange+News/data=!4m2!3m1!1s0x48760501be99ac1b:0x9f4b6d49ec6c0c74,,,Wanna go,wanna_go
ACE Pizza Victoria Park,,https://www.google.com/maps/place/ACE+Pizza+Victoria+Park/data=!4m2!3m1!1s0x48761d0cf6dba321:0x46535c7e87ca8ea7,,,Wanna go,wanna_go
Empire Empire,,https://www.google.com/maps/place/Empire+Empire/data=!4m2!3m1!1s0x48761128a0c79461:0xd5628bc2e339c57a,,,Wanna go,wanna_go
Lurra,,https://www.google.com/maps/place/Lurra/data=!4m2!3m1!1s0x48760534d4571a4d:0x6c45e45f669a72ec,,,Wanna go,wanna_go
Chourangi,,https://www.google.com/maps/place/Chourangi/data=!4m2!3m1!1s0x48760533511d5e31:0xaad192da51e6cf31,,,Wanna go,wanna_go
Shoty,,https://www.google.com/maps/place/Shoty/data=!4m2!3m1!1s0x487605c7917c9f39:0x4ec3d074a47d4913,,,Wanna go,wanna_go
Chuck’s,,https://www.google.com/maps/place/Chuck%E2%80%99s/data=!4m2!3m1!1s0x48761b0009001037:0x70e1a6f5009b0092,,,Wanna go,wanna_go
Annab Brasserie,,https://www.google.com/maps/place/Annab+Brasserie/data=!4m2!3m1!1s0x48760f7414f22c2f:0x5d75c4c0826825a5,,,Wanna go,wanna_go
The Builders Arms,Se ve deli,https://www.google.com/maps/place/The+Builders+Arms/data=!4m2!3m1!1s0x4876056b84679019:0xdf4e74db1a2e5305,,,Wanna go,wanna_go
DALLA,,https://www.google.com/maps/place/DALLA/data=!4m2!3m1!1s0x48761d05a11b48f9:0xee952aa862d556e5,,,Wanna go,wanna_go
"Chestnut Bakery, Belgravia",Para wfh,"https://www.google.com/maps/place/Chestnut+Bakery,+Belgravia/data=!4m2!3m1!1s0x487605605880c931:0x882bf278b3f45276",,,Wanna go,wanna_go
London Aquatics Centre,,https://www.google.com/maps/place/London+Aquatics+Centre/data=!4m2!3m1!1s0x47d8a7885a9c6fd3:0x415051406fdac132,,,Wanna go,wanna_go
The Good Oak,,https://www.google.com/maps/place/The+Good+Oak/data=!4m2!3m1!1s0x4876100375347007:0x8e05ccce957b8975,,,Wanna go,wanna_go
Romeo San,,https://www.google.com/maps/place/Romeo+San/data=!4m2!3m1!1s0x48761b33c0a85309:0x2059daa363d8c3b8,,,Wanna go,wanna_go
Daddy Bao - Taiwanese Restaurant Tooting,,https://www.google.com/maps/place/Daddy+Bao+-+Taiwanese+Restaurant+Tooting/data=!4m2!3m1!1s0x4876060caa02410f:0x1d3701440a758b64,,,Wanna go,wanna_go
My Neighbours the Dumplings - Victoria Park,,https://www.google.com/maps/place/My+Neighbours+the+Dumplings+-+Victoria+Park/data=!4m2!3m1!1s0x48761d42746f155d:0xb9c33b1efd097c88,,,Wanna go,wanna_go
Milk Run,,https://www.google.com/maps/place/Milk+Run/data=!4m2!3m1!1s0x4876057ed7eec347:0x9e8f8954b5662ff8,,,Wanna go,wanna_go
Marisquería julichi,,https://www.google.com/maps/place/Marisquer%C3%ADa+julichi/data=!4m2!3m1!1s0x85d1f90050b9658b:0x3ca5669f30168dfb,,,Wanna go,wanna_go
These Days Aperitivo Bar,Date night ideal,https://www.google.com/maps/place/These+Days+Aperitivo+Bar/data=!4m2!3m1!1s0x4876035f81ab5c29:0x22a2327ff8e26ea0,,,Wanna go,wanna_go
Bedales of Borough Market,Date night,https://www.google.com/maps/place/Bedales+of+Borough+Market/data=!4m2!3m1!1s0x487603576e0c78ad:0x9c49db94ceec0185,,,Wanna go,wanna_go
St Pancras hotel,,https://www.google.com/maps/place/St+Pancras+hotel/data=!4m2!3m1!1s0x48761b3b98a4286d:0x98620619b3b670fa,,,Wanna go,wanna_go
Caravel,,https://www.google.com/maps/place/Caravel/data=!4m2!3m1!1s0x48761d9070ad9723:0x72f1fdd87a0d8ccf,,,Wanna go,wanna_go
La Poule Au Pot,,https://www.google.com/maps/place/La+Poule+Au+Pot/data=!4m2!3m1!1s0x487605177e2fc733:0x64f2076f217641d5,,,Wanna go,wanna_go
CREDA - Gastronomia popolare,No esta en la lista pero se ve impresionante. Localisimo y como neighborhood,https://www.google.com/maps/place/CREDA+-+Gastronomia+popolare/data=!4m2!3m1!1s0x4786c5001a824c39:0x76880541a30d45f0,,,Wanna go,wanna_go
Trattoria Trippa,Este no esta en la lista de fer pero se ve buenisimo por si andan por esta zona,https://www.google.com/maps/place/Trattoria+Trippa/data=!4m2!3m1!1s0x4786c4218413ad69:0xfc783fe9dd0a5223,,,Wanna go,wanna_go
La Gioia San Marco,"Se ve buenisimo, mas moderno y como intermedio de los 3 de la esquina",https://www.google.com/maps/place/La+Gioia+San+Marco/data=!4m2!3m1!1s0x4786c72cfe0dd087:0x8c9994bf66dafda5,,,Wanna go,wanna_go
Solferino,"Se ve muy bueno, es el primero de la lista de fer y es el mas austero/tavernoso de la esquina",https://www.google.com/maps/place/Solferino/data=!4m2!3m1!1s0x4786c6cab5fc8857:0xf3bd1233a58a1f43,,,Wanna go,wanna_go
Al Baretto San Marco,Se ve mega cool pero el mas fancy de los 3 de la esquina,https://www.google.com/maps/place/Al+Baretto+San+Marco/data=!4m2!3m1!1s0x4786c12cef7c2d99:0x641a391c3ff54d71,,,Wanna go,wanna_go
Trattoria Torre di Pisa,Se ve casero y dicen que la carne esta buena,https://www.google.com/maps/place/Trattoria+Torre+di+Pisa/data=!4m2!3m1!1s0x4786c14caccf1b73:0xa6901499b6af6624,,,Wanna go,wanna_go
Casa Fiori Chiari Milano,Mexcla de moderno y clasico. Tiene pizzas tambien,https://www.google.com/maps/place/Casa+Fiori+Chiari+Milano/data=!4m2!3m1!1s0x4786c721c02b16df:0x10c24b412b851a59,,,Wanna go,wanna_go
Ristorante Nuova Arena,Chiquito cozy romantico y buenos reviews,https://www.google.com/maps/place/Ristorante+Nuova+Arena/data=!4m2!3m1!1s0x4786c1362610bb29:0x2a182a8f27b1fd1e,,,Wanna go,wanna_go
Antica Trattoria della Pesa,Me latio aparte lo de enfrente esta cool pero se ve algo cantinoso,https://www.google.com/maps/place/Antica+Trattoria+della+Pesa/data=!4m2!3m1!1s0x4786c13404655033:0x1980ee4081d8ea87,,,Wanna go,wanna_go
Ristorante Da Giacomo,Mas elegante pero se ve impresionante,https://www.google.com/maps/place/Ristorante+Da+Giacomo/data=!4m2!3m1!1s0x4786c6981a3f85b7:0x793e932c46db66c8,,,Wanna go,wanna_go
606 Club,,https://www.google.com/maps/place/606+Club/data=!4m2!3m1!1s0x4876057bf934a6f9:0x5d3e939cf21f52a0,,,Wanna go,wanna_go
The Abingdon,,https://www.google.com/maps/place/The+Abingdon/data=!4m2!3m1!1s0x48760ff3b713c331:0x550ddf061ed9155f,,,Wanna go,wanna_go
The Bull and Last,,https://www.google.com/maps/place/The+Bull+and+Last/data=!4m2!3m1!1s0x48761a5642f083f5:0x6f3a3ed80ad1f50c,,,Wanna go,wanna_go
Papo’s Bagels,,https://www.google.com/maps/place/Papo%E2%80%99s+Bagels/data=!4m2!3m1!1s0x48761dc803cff55b:0xfdc10384d3074cba,,,Wanna go,wanna_go
Söderberg Wandsworth,,https://www.google.com/maps/place/S%C3%B6derberg+Wandsworth/data=!4m2!3m1!1s0x48760fa4c34e60ff:0xb17bfff0a3895f9f,,,Wanna go,wanna_go
Mahali Bakery by Mahali and Co,,https://www.google.com/maps/place/Mahali+Bakery+by+Mahali+and+Co/data=!4m2!3m1!1s0x487605bd7acd6c7f:0x2224c386fbb467d8,,,Wanna go,wanna_go
People's Park Tavern,,https://www.google.com/maps/place/People's+Park+Tavern/data=!4m2!3m1!1s0x48761d37572d8291:0xfe62b5d765cda65,,,Wanna go,wanna_go
The Rose & Crown,,https://www.google.com/maps/place/The+Rose+%26+Crown/data=!4m2!3m1!1s0x487605ad37d41b5b:0xe00f81c05c6a002c,,,Wanna go,wanna_go
The Apollo Arms Public House,,https://www.google.com/maps/place/The+Apollo+Arms+Public+House/data=!4m2!3m1!1s0x487605b40174c64b:0x4ee356aff3ea826e,,,Wanna go,wanna_go
Tower House,,https://www.google.com/maps/place/Tower+House/data=!4m2!3m1!1s0x48760c474277b251:0x6a6424bac2f035d9,,,Wanna go,wanna_go
Legado Restaurant,,https://www.google.com/maps/place/Legado+Restaurant/data=!4m2!3m1!1s0x48761d1b3b9cee89:0xd2b5e25d3a85cbc0,,,Wanna go,wanna_go
Frankie’s Bakery,,https://www.google.com/maps/place/Frankie%E2%80%99s+Bakery/data=!4m2!3m1!1s0x48760fd94690d6c1:0xad00f19373ac2e5a,,,Wanna go,wanna_go
Fischers,,https://www.google.com/maps/place/Fischers/data=!4m2!3m1!1s0x48761ad1c19c7675:0x15ffa42a739b55f8,,,Wanna go,wanna_go
Hoop & Grapes,,https://www.google.com/maps/place/Hoop+%26+Grapes/data=!4m2!3m1!1s0x48761b52b1d14ad5:0xb1000e56579509b1,,,Wanna go,wanna_go
The Windmill,,https://www.google.com/maps/place/The+Windmill/data=!4m2!3m1!1s0x4876057c704a4439:0xa6bfa0dde4d8f0a9,,,Wanna go,wanna_go
Konjiki,,https://www.google.com/maps/place/Konjiki/data=!4m2!3m1!1s0x48760ff7098e910b:0xd3c21e7b1ab381cf,,,Wanna go,wanna_go
Society Bar & Kitchen,,https://www.google.com/maps/place/Society+Bar+%26+Kitchen/data=!4m2!3m1!1s0x4887c746809dc94f:0x12b411925d02e9a,,,Wanna go,wanna_go
Running Late Coffee,,https://www.google.com/maps/place/Running+Late+Coffee/data=!4m2!3m1!1s0x48761d286b8d334b:0x94590f6f0661d55,,,Wanna go,wanna_go
LOWDOWN,,https://www.google.com/maps/place/LOWDOWN/data=!4m2!3m1!1s0x4887c791205a866b:0x4256ca6de94187bd,,,Wanna go,wanna_go
Fishers,,https://www.google.com/maps/place/Fishers/data=!4m2!3m1!1s0x4887b8048c30d157:0x1837c85aa2f1b199,,,Wanna go,wanna_go
Chez Jules,,https://www.google.com/maps/place/Chez+Jules/data=!4m2!3m1!1s0x4887c7916a04019b:0xb6699d7bd5f80a6,,,Wanna go,wanna_go
Papercup Coffee Company,,https://www.google.com/maps/place/Papercup+Coffee+Company/data=!4m2!3m1!1s0x4888450bbae59e47:0x3fa5a8f490b2761d,,,Wanna go,wanna_go
Ugly Dumpling,,https://www.google.com/maps/place/Ugly+Dumpling/data=!4m2!3m1!1s0x48761baf26d5a3ab:0x34094a3fe026c8f6,,,Wanna go,wanna_go
Corner Shop,,https://www.google.com/maps/place/Corner+Shop/data=!4m2!3m1!1s0x488845cb025a737d:0xf373a621d2c0205b,,,Wanna go,wanna_go
Ox and Finch,,https://www.google.com/maps/place/Ox+and+Finch/data=!4m2!3m1!1s0x488845d492ffafff:0xe310d41b51a8457e,,,Wanna go,wanna_go
Gloriosa,,https://www.google.com/maps/place/Gloriosa/data=!4m2!3m1!1s0x488845933fcb258f:0xd89a78f37828a0fd,,,Wanna go,wanna_go
Nauticus,,https://www.google.com/maps/place/Nauticus/data=!4m2!3m1!1s0x4887b989d0407de3:0xf263733b542ce5fb,,,Wanna go,wanna_go
Kelvingrove Café,,https://www.google.com/maps/place/Kelvingrove+Caf%C3%A9/data=!4m2!3m1!1s0x488845d45c2616a1:0xa4d0c1b83617c884,,,Wanna go,wanna_go
The Ben Nevis,,https://www.google.com/maps/place/The+Ben+Nevis/data=!4m2!3m1!1s0x488845d4f7faf357:0x169876bcd1320d72,,,Wanna go,wanna_go
The Clarence Glasgow,,https://www.google.com/maps/place/The+Clarence+Glasgow/data=!4m2!3m1!1s0x4888458d20974eb9:0x4959fafb27ff4559,,,Wanna go,wanna_go
Ubiquitous Chip,,https://www.google.com/maps/place/Ubiquitous+Chip/data=!4m2!3m1!1s0x488845ce588ef1d5:0x22040afc84325841,,,Wanna go,wanna_go
Ardnamurchan Scottish Restaurant & Bar,,https://www.google.com/maps/place/Ardnamurchan+Scottish+Restaurant+%26+Bar/data=!4m2!3m1!1s0x488844210c99864f:0x85dcb0940aeeafed,,,Wanna go,wanna_go
Novar Drive Espresso Bar,,https://www.google.com/maps/place/Novar+Drive+Espresso+Bar/data=!4m2!3m1!1s0x488845003036d07f:0x40b318fddb9ba7cb,,,Wanna go,wanna_go
Farine,,https://www.google.com/maps/place/Farine/data=!4m2!3m1!1s0x487605720847777b:0x2ada8a2027d62d31,,,Wanna go,wanna_go
The Auld Shillelagh,,https://www.google.com/maps/place/The+Auld+Shillelagh/data=!4m2!3m1!1s0x48761c637f39c6df:0xa9848c15a5121018,,,Wanna go,wanna_go
The Eagle Farringdon,,https://www.google.com/maps/place/The+Eagle+Farringdon/data=!4m2!3m1!1s0x48761b4f6cb6da87:0x9688ad81a9ca31a7,,,Wanna go,wanna_go
Brook House,Para sunday roast,https://www.google.com/maps/place/Brook+House/data=!4m2!3m1!1s0x48760f27a3b8341d:0x45e39efa74c449b,,,Wanna go,wanna_go
One Club Row,,https://www.google.com/maps/place/One+Club+Row/data=!4m2!3m1!1s0x48761d92ece5332d:0x60035b2a61d9a6ef,,,Wanna go,wanna_go
August Bakery,,https://www.google.com/maps/place/August+Bakery/data=!4m2!3m1!1s0x487605fa878b01d7:0x85bf64801bfeafc2,,,Wanna go,wanna_go
Nardulli,,https://www.google.com/maps/place/Nardulli/data=!4m2!3m1!1s0x48760452ad607e7b:0x7b0ba194a8952363,,,Wanna go,wanna_go
Maiz,,https://www.google.com/maps/place/Maiz/data=!4m2!3m1!1s0x48760387796d7f93:0xd0bb6eafb6cb148d,,,Wanna go,wanna_go
MOI Restaurant,,https://www.google.com/maps/place/MOI+Restaurant/data=!4m2!3m1!1s0x48760558ea6d22a3:0x64449c44eb52b176,,,Wanna go,wanna_go
Chiave,,https://www.google.com/maps/place/Chiave/data=!4m2!3m1!1s0x48761d5d50ea8ea7:0x983e7a15cbdb872e,,,Wanna go,wanna_go
BISTROTHEQUE,,https://www.google.com/maps/place/BISTROTHEQUE/data=!4m2!3m1!1s0x48761cdd05e558a5:0x6ccece0f4e8c1a62,,,Wanna go,wanna_go
The Old Pharmacy,,https://www.google.com/maps/place/The+Old+Pharmacy/data=!4m2!3m1!1s0x487231a5e3c16afd:0x33e9bb41e3fcb377,,,Wanna go,wanna_go
Beam,,https://www.google.com/maps/place/Beam/data=!4m2!3m1!1s0x48761b8175bf2dfb:0x401f1b2780e3cb53,,,Wanna go,wanna_go
pockets,Falafels buenisimos,https://www.google.com/maps/place/pockets/data=!4m2!3m1!1s0x48761d3f7a644ac1:0x88d7a1d900301906,,,Wanna go,wanna_go
BLAS,,https://www.google.com/maps/place/BLAS/data=!4m2!3m1!1s0x48761d1b2a76014d:0xef588dd6c8a1d79e,,,Wanna go,wanna_go
Shri Sanatan Hindu Mandir,,https://www.google.com/maps/place/Shri+Sanatan+Hindu+Mandir/data=!4m2!3m1!1s0x4876123baad46731:0xf8640a3aea0c7a77,,,Wanna go,wanna_go
Sushi Like by Kintan,,https://www.google.com/maps/place/Sushi+Like+by+Kintan/data=!4m2!3m1!1s0x48761b3356ba1711:0x55497c134fcdf9bf,,,Wanna go,wanna_go
Horniman Museum and Gardens,,https://www.google.com/maps/place/Horniman+Museum+and+Gardens/data=!4m2!3m1!1s0x487603dac9203c4b:0x125c068455d7d99d,,,Wanna go,wanna_go
Mayfield Lavender Glasshouse Cafe and Gift & Plant Shop,,https://www.google.com/maps/place/Mayfield+Lavender+Glasshouse+Cafe+and+Gift+%26+Plant+Shop/data=!4m2!3m1!1s0x4875e261d6e40c81:0xe7a262aadbecb58a,,,Wanna go,wanna_go
